NR;MIASTO;ULICA;X;Y;Z;PAR1;PAR2;PAR3;PAR4;PAR5;PAR6
1563;GEEL;KWAKKELBERG;193255,070;206681,787;23,504;10,4;-0,2;3,5;7;24,9;15
1564;GEEL;KWAKKELBERG;193224,022;206676,800;23,601;9,3;-0,1;2,2;9;27,7;10
1565;GEEL;KWAKKELBERG;193187,283;206669,026;23,770;8,2;-2,6;1,6;6;20,0;30
1566;GEEL;KWAKKELBERG;193156,434;206662,177;23,839;9,9;-3,1;0,6;10;34,0;30
1567;GEEL;KWAKKELBERG;193121,923;206654,445;23,887;8,7;1,5;3,2;7;30,5;30
1568;GEEL;KWAKKELBERG;193089,146;206647,140;23,923;11,0;-3,0;3,4;10;33,8;30
1569;GEEL;KWAKKELBERG;193052,776;206638,946;23,959;9,8;-3,0;2,3;7;29,7;25
1570;GEEL;KWAKKELBERG;193019,202;206631,416;24,077;10,9;-2,3;3,3;6;32,5;15
1571;GEEL;KWAKKELBERG;192912,821;206610,404;23,865;12,2;-0,2;3,8;9;35,6;20
1572;GEEL;KWAKKELBERG;192878,345;206604,154;23,946;10,7;-2,5;2,5;7;20,9;5
1573;GEEL;KWAKKELBERG;192847,072;206599,566;23,887;9,0;-0,1;3,3;9;26,6;20
1574;GEEL;KWAKKELBERG;192763,542;206588,092;23,962;12,9;3,9;1,4;9;26,5;0
1575;GEEL;KWAKKELBERG;192678,084;206578,648;24,012;11,0;-1,3;0,3;9;33,5;5
1576;GEEL;KWAKKELBERG;192592,040;206572,022;24,082;8,6;2,1;3,6;9;25,3;10
1577;GEEL;KWAKKELBERG;192511,733;206567,420;24,255;11,7;-0,3;2,2;8;36,8;25
1578;GEEL;KWAKKELBERG;192476,572;206566,685;24,016;10,8;-0,6;3,4;8;29,5;0
1579;GEEL;KWAKKELBERG;192405,151;206565,098;23,653;9,1;-1,3;1,6;10;26,1;5
1580;GEEL;KWAKKELBERG;192323,102;206566,919;23,106;11,3;3,4;2,5;6;20,7;25
1581;GEEL;KWAKKELBERG;192277,227;206563,689;22,967;9,0;-3,6;2,1;5;31,7;5
1583;GEEL;KWAKKELBERG;192205,262;206539,406;22,998;10,7;2,4;3,5;6;22,6;25
1584;GEEL;KWAKKELBERG;192170,170;206525,318;22,993;11,0;1,2;4,0;8;20,5;10
1585;GEEL;KWAKKELBERG;192140,548;206516,886;22,932;9,3;-4,0;2,0;8;29,7;15
1586;GEEL;STATIONSPLEIN;193360,871;206704,590;23,869;8,9;3,1;3,1;7;29,1;5
1587;GEEL;STATIONSPLEIN;193399,034;206713,315;23,925;8,9;-2,0;1,5;6;22,4;30
1588;GEEL;STATIONSPLEIN;193453,547;206720,095;23,963;10,3;0,1;2,0;8;31,9;5
1589;GEEL;STATIONSPLEIN;193490,405;206728,499;23,951;9,5;-3,6;1,8;8;25,7;15
1590;GEEL;STATIONSPLEIN;193527,917;206737,042;23,953;12,2;3,7;1,9;8;33,5;0
1591;GEEL;STATIONSPLEIN;193551,027;206742,372;23,949;10,8;-1,3;0,6;8;24,9;0
1592;GEEL;STATIONSPLEIN;193580,536;206749,297;23,956;12,2;-2,9;2,0;8;25,5;15
1593;GEEL;STATIONSPLEIN;193362,322;206690,873;23,835;8,3;0,2;4,0;5;33,9;20
1594;GEEL;STATIONSPLEIN;193369,637;206692,513;23,759;10,7;-0,4;0,5;5;38,2;20
1595;GEEL;STATIONSPLEIN;193376,403;206694,033;23,900;12,3;2,7;0,0;9;33,4;5
1596;GEEL;STATIONSPLEIN;193383,046;206695,599;23,922;10,4;3,5;2,8;6;38,5;0
1597;GEEL;STATIONSPLEIN;193389,772;206697,094;23,906;12,3;0,8;2,1;9;30,3;25
1598;GEEL;STATIONSPLEIN;193396,457;206698,699;23,906;12,3;3,2;2,1;7;27,7;25
1599;GEEL;STATIONSPLEIN;193403,171;206700,213;23,925;12,8;2,6;2,9;6;31,1;5
1600;GEEL;STATIONSPLEIN;193412,570;206702,354;23,894;11,8;1,5;1,6;6;33,8;30
1601;GEEL;STATIONSPLEIN;193423,845;206695,075;23,532;12,9;-2,1;3,8;6;23,6;30
1602;GEEL;STATIONSPLEIN;193414,527;206692,891;23,501;9,1;-2,3;3,2;7;33,3;15
1603;GEEL;STATIONSPLEIN;193415,031;206677,630;23,500;11,0;0,3;2,2;6;36,4;5
1604;GEEL;STATIONSPLEIN;193407,858;206691,404;23,526;9,9;2,3;3,0;5;30,5;20
1605;GEEL;STATIONSPLEIN;193401,079;206689,848;23,529;9,5;-1,1;1,9;8;28,9;20
1606;GEEL;STATIONSPLEIN;193394,450;206688,391;23,531;12,1;-0,6;1,4;6;26,4;25
1607;GEEL;STATIONSPLEIN;193387,754;206686,854;23,542;9,9;3,9;3,5;9;35,0;5
1608;GEEL;STATIONSPLEIN;193380,958;206685,356;23,632;10,4;-3,3;3,1;8;30,5;20
1609;GEEL;STATIONSPLEIN;193373,782;206683,706;23,679;8,7;-2,2;0,3;9;39,4;30
1610;GEEL;STATIONSPLEIN;193226,779;206562,750;23,098;9,5;1,2;3,7;6;38,1;25
1611;GEEL;STATIONSPLEIN;193199,325;206587,192;23,202;8,1;4,0;0,8;6;29,0;30
1612;GEEL;STATIONSPLEIN;193194,029;206612,339;23,359;10,0;-3,6;3,7;8;31,4;20
1613;GEEL;STATIONSPLEIN;193214,332;206628,891;23,373;12,1;2,6;2,6;8;24,9;5
1614;GEEL;STATIONSPLEIN;193242,000;206624,081;23,222;12,4;2,7;0,1;5;20,5;15
1615;GEEL;STATIONSPLEIN;193241,880;206597,688;23,158;9,9;0,0;1,0;6;27,7;15
1616;GEEL;STATIONSPLEIN;193252,989;206577,157;23,052;10,2;0,1;3,4;5;24,5;25
1617;GEEL;STATIONSPLEIN;193315,062;206653,193;23,182;10,7;1,3;2,1;8;30,0;20
1618;GEEL;STATIONSPLEIN;193324,880;206677,702;23,392;9,2;0,4;3,9;8;39,3;25
1619;GEEL;STATIONSPLEIN;193318,386;206598,660;23,264;8,9;-3,2;0,7;10;29,0;10
1620;GEEL;STATIONSPLEIN;193294,926;206582,031;23,352;10,0;0,1;3,6;6;29,4;10
1621;GEEL;STATIONSPLEIN;193272,846;206561,908;23,231;12,6;-0,4;0,4;7;24,6;10
1622;GEEL;STATIONSPLEIN;193246,669;206547,403;23,079;8,9;3,9;2,7;10;39,0;20
1623;GEEL;STATIONSPLEIN;193218,409;206533,242;23,101;12,5;-0,4;1,3;8;21,1;25
1624;GEEL;STATIONSSTRAAT;193503,119;206063,504;24,185;9,3;1,0;1,4;5;37,7;15
1625;GEEL;STATIONSSTRAAT;193484,460;206088,151;24,056;11,8;-2,9;3,7;9;30,2;25
1626;GEEL;STATIONSSTRAAT;193482,456;206125,187;23,913;11,6;-1,4;0,4;7;30,2;30
1627;GEEL;STATIONSSTRAAT;193460,910;206156,342;23,796;12,9;2,9;3,5;6;33,0;10
1628;GEEL;STATIONSSTRAAT;193466,375;206170,475;23,753;8,0;0,5;1,6;9;37,8;5
1629;GEEL;STATIONSSTRAAT;193459,704;206192,761;23,692;11,9;-2,3;0,1;8;29,8;25
1630;GEEL;STATIONSSTRAAT;193438,685;206217,464;23,605;11,4;-0,7;3,4;9;28,2;0
1631;GEEL;STATIONSSTRAAT;193443,843;206251,221;23,462;12,4;-2,6;2,9;5;27,4;0
1632;GEEL;STATIONSSTRAAT;193422,082;206274,362;23,416;9,8;-0,4;3,2;8;29,9;30
1633;GEEL;STATIONSSTRAAT;193431,525;206307,701;23,372;10,3;-0,4;3,1;7;30,2;25
1634;GEEL;STATIONSSTRAAT;193408,647;206332,879;23,277;10,4;0,7;2,4;8;39,2;20
1635;GEEL;STATIONSSTRAAT;193410,181;206376,527;23,162;9,6;-3,4;1,6;9;24,1;5
1636;GEEL;STATIONSSTRAAT;193386,879;206400,822;23,145;12,9;-3,1;1,1;6;38,6;15
1637;GEEL;STATIONSSTRAAT;193386,798;206448,430;23,167;12,2;-2,5;1,4;9;38,6;5
1638;GEEL;STATIONSSTRAAT;193363,971;206477,536;23,125;12,7;0,4;3,5;6;39,8;5
1639;GEEL;STATIONSSTRAAT;193371,983;206516,321;23,054;10,1;-3,4;1,4;9;39,6;15
1640;GEEL;STATIONSSTRAAT;193350,799;206550,167;23,066;9,0;0,5;3,3;9;40,0;5
1641;GEEL;STATIONSSTRAAT;193359,760;206589,067;23,103;10,3;-3,2;0,7;9;23,6;0
1642;GEEL;STATIONSPLEIN;193324,880;206677,702;23,392;10,0;2,8;0,7;6;20,2;10
1642;GEEL;STATIONSPLEIN;193324,880;206677,702;23,392;10,3;1,7;2,0;8;33,3;25
1642;GEEL;STATIONSSTRAAT;193349,004;206652,624;23,218;11,3;3,2;0,6;8;36,0;5
1643;GEEL;STATIONSSTRAAT;193348,664;206682,873;23,502;11,5;3,9;2,7;8;34,7;5
1643;GEEL;STATIONSSTRAAT;193348,664;206682,873;23,502;8,6;-3,9;3,6;7;33,9;5
1644;GEEL;NIEUWSTRAAT;193539,538;206023,615;24,329;9,8;1,0;2,0;7;39,5;5
1645;GEEL;NIEUWSTRAAT;193555,556;206031,096;24,303;10,4;0,0;0,8;6;28,5;25
1646;GEEL;NIEUWSTRAAT;193571,133;206037,581;24,313;12,8;-2,4;2,8;5;31,5;15
1647;GEEL;NIEUWSTRAAT;193585,911;206044,457;24,199;10,8;3,0;2,6;8;26,4;15
1648;GEEL;NIEUWSTRAAT;193600,183;206050,823;24,196;10,9;-3,2;0,5;10;24,8;25
1649;GEEL;NIEUWSTRAAT;193614,250;206056,189;24,140;12,6;3,3;1,9;6;34,5;5
1650;GEEL;NIEUWSTRAAT;193798,107;206103,072;23,137;8,0;2,5;3,3;7;25,3;10
1651;GEEL;NIEUWSTRAAT;193814,029;206106,163;23,150;9,9;-1,6;2,8;9;30,3;15
1652;GEEL;NIEUWSTRAAT;193830,341;206106,997;23,152;10,1;-1,8;2,3;9;28,9;25
1653;GEEL;NIEUWSTRAAT;193845,469;206107,456;23,287;11,6;3,2;1,1;8;34,2;10
1654;GEEL;NIEUWSTRAAT;193520,674;206028,259;24,429;10,4;3,6;0,2;8;28,5;25
1655;GEEL;NIEUWSTRAAT;193537,134;206032,817;24,329;9,8;-0,4;1,9;10;35,9;10
1656;GEEL;NIEUWSTRAAT;193552,446;206038,643;24,312;12,6;-0,0;2,9;6;23,3;25
1657;GEEL;NIEUWSTRAAT;193567,821;206044,926;24,313;11,1;-3,2;0,5;7;23,4;0
1658;GEEL;NIEUWSTRAAT;193580,783;206052,620;24,217;12,2;0,0;3,0;6;37,2;5
1659;GEEL;NIEUWSTRAAT;193597,200;206058,247;24,196;10,8;0,2;1,1;8;22,5;20
1660;GEEL;NIEUWSTRAAT;193611,813;206063,837;24,140;12,8;0,9;2,2;6;20,1;30
1661;GEEL;NIEUWSTRAAT;193626,443;206068,954;24,137;9,2;0,5;2,4;7;27,9;25
1662;GEEL;NIEUWSTRAAT;193641,402;206074,063;24,245;10,9;-2,0;4,0;8;25,3;10
1663;GEEL;NIEUWSTRAAT;193656,761;206079,466;24,340;11,1;3,3;3,9;10;25,4;25
1664;GEEL;NIEUWSTRAAT;193680,667;206087,494;24,449;8,7;-2,2;2,0;8;31,3;15
1665;GEEL;NIEUWSTRAAT;193695,414;206091,993;24,452;12,3;2,3;1,9;7;22,2;20
1666;GEEL;NIEUWSTRAAT;193711,738;206096,433;24,391;12,7;-2,6;3,4;8;33,4;25
1667;GEEL;NIEUWSTRAAT;193726,485;206101,430;24,276;11,4;-2,9;2,4;6;25,5;20
1668;GEEL;NIEUWSTRAAT;193734,294;206101,819;24,247;9,4;-0,2;2,2;7;38,1;0
1669;GEEL;NIEUWSTRAAT;193749,703;206105,095;24,143;9,8;-2,2;0,4;5;31,7;25
1670;GEEL;NIEUWSTRAAT;193764,574;206107,842;24,012;9,4;-3,5;1,4;6;23,3;20
1671;GEEL;NIEUWSTRAAT;193782,288;206110,703;23,792;9,4;-2,7;0,1;7;39,4;5
1672;GEEL;NIEUWSTRAAT;193797,529;206112,688;23,151;12,4;2,2;0,2;7;34,2;15
1673;GEEL;NIEUWSTRAAT;193813,184;206114,228;23,152;9,2;-2,7;0,3;9;34,9;15
1674;GEEL;NIEUWSTRAAT;193830,023;206115,037;23,287;11,7;1,1;2,5;8;29,7;20
1675;GEEL;NIEUWSTRAAT;193844,925;206115,629;23,384;8,2;3,0;3,1;9;38,1;20
1676;GEEL;KAMEINESTRAAT;193255,027;205699,282;23,051;12,8;-2,0;0,3;10;22,0;15
1677;GEEL;KAMEINESTRAAT;193281,250;205726,996;23,018;10,6;-2,9;3,3;10;22,6;15
1678;GEEL;KAMEINESTRAAT;193302,536;205758,442;23,007;8,6;1,7;0,6;9;23,8;10
1679;GEEL;KAMEINESTRAAT;193305,735;205786,193;23,016;8,4;1,1;1,9;8;32,2;30
1680;GEEL;KAMEINESTRAAT;193319,104;205809,972;23,051;8,5;-1,7;3,4;8;33,1;15
1681;GEEL;KAMEINESTRAAT;193331,087;205832,309;23,090;9,2;0,7;0,2;7;32,0;5
1682;GEEL;KAMEINESTRAAT;193360,568;205857,217;23,326;8,4;1,5;0,9;9;25,9;10
1683;GEEL;KAMEINESTRAAT;193378,404;205875,465;23,457;12,6;-2,7;0,5;7;35,5;10
1684;GEEL;KAMEINESTRAAT;193387,346;205897,286;23,576;11,0;1,3;0,5;6;25,9;10
1685;GEEL;KAMEINESTRAAT;193416,500;205912,651;23,752;9,2;-2,8;3,0;5;38,2;30
1686;GEEL;MARKT;193513,592;205985,040;25,017;8,5;-3,1;1,9;6;35,3;20
1687;GEEL;MARKT;193513,402;206011,505;24,675;10,0;-1,8;3,3;6;34,9;15
1688;GEEL;MARKT;193508,947;206021,924;24,443;8,7;0,7;2,2;7;22,6;0
1689;GEEL;WERFT;193258,466;205945,906;23,802;8,5;3,6;0,1;6;34,5;0
1690;GEEL;WERFT;193291,781;205933,639;23,694;9,0;3,8;1,1;8;23,8;20
1691;GEEL;WERFT;193312,286;205938,084;22,292;8,2;-2,7;3,3;7;30,9;10
1692;GEEL;WERFT;193361,577;205944,899;23,948;12,0;0,5;3,4;9;36,4;20
1693;GEEL;WERFT;193384,445;205950,103;24,218;9,0;-3,3;3,5;6;36,8;10
1694;GEEL;WERFT;193404,237;205962,818;24,207;10,7;2,9;4,0;6;27,8;15
1695;GEEL;WERFT;193432,112;205973,652;24,551;9,6;0,4;1,6;6;32,6;10
1696;GEEL;WERFT;193442,600;205981,785;24,523;8,8;-1,7;3,3;7;28,2;5
1697;GEEL;WERFT;193455,866;205986,516;24,620;8,6;-2,8;1,4;8;22,2;10
1698;GEEL;WERFT;193470,206;205989,204;24,853;8,7;-0,7;0,5;8;32,0;20
1699;GEEL;WERFT;193483,670;205991,580;24,870;9,7;1,5;3,5;9;39,7;5
1700;GEEL;WERFT;193497,177;205993,957;24,921;13,0;0,8;3,4;7;32,0;15
1701;GEEL;WERFT;193511,415;205997,463;24,977;11,2;3,8;2,6;6;30,9;20
1702;GEEL;POSSONSDRIES;193079,938;205880,122;23,539;13,0;2,8;2,7;7;30,9;10
1703;GEEL;POSSONSDRIES;193083,790;205861,150;23,420;8,2;0,9;1,4;7;32,3;30
1704;GEEL;POSSONSDRIES;193076,114;205852,887;23,425;10,6;2,1;0,6;8;32,2;0
1705;GEEL;POSSONSDRIES;193090,425;205840,374;23,429;8,7;2,9;0,9;7;35,5;30
1706;GEEL;POSSONSDRIES;193094,710;205824,968;23,468;11,3;2,7;0,5;7;32,7;20
1707;GEEL;POSSONSDRIES;193084,389;205812,559;23,489;12,8;-1,3;1,9;7;26,5;15
1708;GEEL;POSSONSDRIES;193097,212;205809,529;23,502;11,6;-3,6;0,2;7;22,1;25
1709;GEEL;POSSONSDRIES;193107,445;205783,430;23,289;9,4;-1,6;3,1;6;25,7;15
1710;GEEL;POSSONSDRIES;193130,316;205789,470;23,193;10,4;-1,3;3,4;5;32,5;20
1711;GEEL;POSSONSDRIES;193148,787;205795,859;23,119;10,9;1,3;3,8;8;34,3;30
1712;GEEL;POSSONSDRIES;193163,929;205801,626;23,078;9,3;-3,6;1,5;6;27,7;25
1713;GEEL;POSSONSDRIES;193184,324;205809,188;23,083;10,5;0,2;3,6;7;25,5;5
1714;GEEL;POSSONSDRIES;193201,749;205815,607;23,084;8,1;-3,2;0,1;6;21,9;15
1715;GEEL;POSSONSDRIES;193218,726;205825,611;23,100;10,6;-2,9;3,3;9;24,8;20
1716;GEEL;POSSONSDRIES;193236,393;205830,535;23,148;8,2;0,3;0,4;9;21,6;25
1717;GEEL;POSSONSDRIES;193271,997;205828,080;23,172;8,0;-0,5;3,3;6;23,9;25
1718;GEEL;POSSONSDRIES;193302,586;205836,104;23,154;12,1;2,9;0,0;5;20,7;10
1719;GEEL;POSSONSDRIES;193338,624;205847,138;23,169;9,7;-0,5;3,3;7;25,9;15
1720;GEEL;POSSONSDRIES;193327,502;205888,797;23,385;9,6;-0,8;0,2;7;35,6;25
1721;GEEL;WERFT;192953,939;205881,890;23,292;9,9;-0,4;2,6;7;26,6;5
1722;GEEL;WERFT;192976,867;205880,905;23,239;10,3;-0,7;3,4;10;38,8;5
1723;GEEL;WERFT;192987,444;205871,100;23,228;11,1;-0,2;3,5;10;33,0;15
1724;GEEL;WERFT;192998,907;205879,986;23,225;8,3;1,2;0,6;9;30,3;5
1725;GEEL;WERFT;193009,417;205870,357;23,260;11,6;1,5;2,7;7;37,4;0
1726;GEEL;WERFT;193035,365;205881,421;23,255;8,9;2,8;1,0;8;35,9;20
1727;GEEL;WERFT;193047,542;205873,325;23,250;9,2;-2,6;1,7;6;23,6;30
1728;GEEL;WERFT;193069,444;205885,062;23,342;12,2;2,6;0,7;5;38,1;0
1729;GEEL;WERFT;193078,966;205893,977;23,498;11,9;-1,7;0,2;7;35,9;30
1730;GEEL;WERFT;193095,166;205893,650;23,600;10,1;1,2;3,2;9;30,3;5
1731;GEEL;WERFT;193094,214;205907,057;23,610;12,9;-1,6;3,5;9;35,7;30
1732;GEEL;WERFT;193109,360;205920,613;23,617;10,1;1,2;3,6;6;33,7;0
1733;GEEL;WERFT;193123,183;205910,493;23,716;9,0;-0,5;1,6;10;27,9;25
1734;GEEL;VELDSTRAAT;193242,771;205501,121;23,438;12,8;-0,3;0,1;6;28,8;20
1735;GEEL;VELDSTRAAT;193219,688;205510,934;23,384;9,3;0,8;3,6;9;28,1;20
1736;GEEL;VELDSTRAAT;193198,672;205519,745;23,291;8,1;3,2;3,4;5;27,8;20
1737;GEEL;VELDSTRAAT;193168,209;205532,165;23,246;8,6;-3,1;2,5;9;29,4;20
1738;GEEL;VELDSTRAAT;193138,376;205533,859;23,013;8,6;1,7;3,5;6;29,2;0
1739;GEEL;VELDSTRAAT;193113,651;205535,001;22,811;12,6;2,1;1,0;10;24,0;20
1740;GEEL;H.-GEESTSTRAAT;193267,384;205665,027;23,087;8,1;1,5;2,0;10;34,5;10
1741;GEEL;H.-GEESTSTRAAT;193302,408;205616,116;22,950;11,7;2,0;1,8;10;35,5;15
1742;GEEL;H.-GEESTSTRAAT;193313,351;205600,147;22,854;10,7;2,4;1,0;6;35,8;25
1743;GEEL;H.-GEESTSTRAAT;193328,349;205578,595;22,616;11,3;-1,1;0,1;8;34,9;5
1744;GEEL;WAAIBURG;192725,054;205536,324;22,825;10,0;-3,6;0,5;9;29,3;10
1745;GEEL;WAAIBURG;192757,855;205536,928;22,802;12,6;2,0;0,7;8;21,8;15
1746;GEEL;WAAIBURG;192796,558;205537,026;22,812;12,2;-3,8;0,1;6;23,1;15
1747;GEEL;WAAIBURG;192829,594;205532,497;22,814;11,7;-0,0;1,1;8;36,4;5
1748;GEEL;WAAIBURG;192861,520;205526,306;22,885;8,1;-2,6;1,7;8;21,2;15
1749;GEEL;WAAIBURG;192908,359;205523,399;22,979;8,7;-2,6;3,3;6;33,5;15
1750;GEEL;WAAIBURG;192938,537;205530,066;22,910;9,0;-1,3;2,0;9;36,9;10
1751;GEEL;WAAIBURG;192981,730;205534,604;22,947;10,4;-0,5;3,8;10;26,9;25
1752;GEEL;WAAIBURG;193027,600;205536,288;22,837;8,6;-1,0;0,4;8;20,3;25
1753;GEEL;WAAIBURG;193060,706;205535,738;22,881;11,2;2,2;0,8;7;22,1;25
1754;GEEL;WAAIBURG;193096,634;205548,476;22,868;12,1;-1,2;3,7;6;31,7;15
1755;GEEL;WAAIBURG;193131,553;205577,306;22,707;10,0;-1,7;0,7;8;35,0;10
1756;GEEL;WAAIBURG;193157,556;205599,269;22,731;8,6;-0,2;1,5;8;24,7;15
1757;GEEL;WAAIBURG;193212,920;205648,049;22,830;12,2;-2,9;3,3;10;22,1;30
1758;GEEL;WAAIBURG;193236,058;205675,602;22,886;8,1;-2,9;3,9;6;38,6;15
1759;GEEL;WAAIBURG;193191,820;205628,536;22,788;12,7;-2,3;2,7;10;23,3;20
1760;GEEL;DR.-PEETERSSTRAAT;192807,826;205220,731;23,073;8,9;0,2;3,8;7;30,4;30
1761;GEEL;DR.-PEETERSSTRAAT;192789,121;205253,470;23,074;8,5;-0,8;2,8;7;20,5;0
1762;GEEL;DR.-PEETERSSTRAAT;192769,788;205290,417;23,115;12,6;2,1;2,0;8;36,2;10
1763;GEEL;DR.-PEETERSSTRAAT;192755,190;205316,442;23,167;9,9;-0,1;2,5;9;39,6;15
1764;GEEL;DR.-PEETERSSTRAAT;192740,320;205343,474;23,166;10,5;-3,5;0,4;6;34,9;5
1765;GEEL;DR.-PEETERSSTRAAT;192720,345;205378,180;23,125;9,5;-1,7;3,1;8;31,7;15
1766;GEEL;DR.-PEETERSSTRAAT;192698,870;205412,532;23,073;11,2;-3,1;3,5;6;32,3;25
1767;GEEL;DR.-PEETERSSTRAAT;192696,798;205447,821;22,970;8,1;-3,8;3,9;8;22,4;0
1768;GEEL;DR.-PEETERSSTRAAT;192692,383;205487,310;22,892;11,1;1,8;2,3;9;35,7;20
1769;GEEL;DR.-PEETERSSTRAAT;192688,773;205533,679;22,976;8,5;-3,6;1,1;7;25,7;20
1770;GEEL;DR.-PEETERSSTRAAT;192667,214;205573,863;22,944;9,6;1,7;3,2;6;24,9;15
1771;GEEL;DR.-PEETERSSTRAAT;192641,874;205614,534;23,059;11,1;-1,7;1,1;10;38,7;25
1772;GEEL;DR.-PEETERSSTRAAT;192619,966;205648,555;23,155;12,5;-0,7;3,2;9;23,7;15
1773;GEEL;DR.-PEETERSSTRAAT;192596,247;205685,137;23,151;10,0;3,0;3,8;7;20,7;0
1774;GEEL;DR.-PEETERSSTRAAT;192574,201;205721,683;23,198;9,8;-0,8;3,9;5;24,8;5
1775;GEEL;DR.-PEETERSSTRAAT;192564,018;205767,490;23,262;8,5;-0,6;0,2;9;27,8;25
1776;GEEL;DR.-PEETERSSTRAAT;192572,507;205807,412;23,279;12,8;0,7;1,8;7;26,9;10
1777;GEEL;DR.-PEETERSSTRAAT;192559,363;205853,246;23,321;9,3;-1,0;1,3;10;23,2;5
1778;GEEL;DR.-PEETERSSTRAAT;192546,625;205899,334;23,270;9,9;-0,8;3,0;9;29,0;10
1779;GEEL;DR.-PEETERSSTRAAT;192533,186;205940,516;23,124;12,6;-2,1;2,1;6;21,5;5
1780;GEEL;DR.-PEETERSSTRAAT;192516,988;205977,443;22,999;12,8;4,0;1,5;10;32,3;15
1781;GEEL;DR.-PEETERSSTRAAT;192500,121;206013,385;22,947;10,4;-0,9;0,8;7;33,8;15
1782;GEEL;DR.-PEETERSSTRAAT;192485,334;206047,063;23,010;10,3;2,2;1,9;6;31,7;15
1783;GEEL;DR.-PEETERSSTRAAT;192474,289;206091,611;23,182;8,0;-2,6;1,3;10;30,0;20
1784;GEEL;BEL;199354,736;206133,758;25,442;11,9;2,3;0,3;7;36,9;20
1785;GEEL;BEL;199262,356;206128,373;25,543;9,4;-1,2;0,8;7;27,3;5
1786;GEEL;BEL;199184,271;206125,775;25,658;10,5;3,7;3,3;5;30,1;25
1787;GEEL;BEL;199069,559;206118,282;25,760;12,8;0,7;3,2;10;28,0;10
1788;GEEL;BEL;198955,855;206116,072;25,831;11,5;-0,7;1,9;5;21,9;20
1789;GEEL;BEL;198891,093;206104,129;25,900;12,3;-2,6;4,0;6;28,1;5
1790;GEEL;BEL;198845,413;206104,226;25,875;10,9;3,5;1,4;6;29,0;20
1791;GEEL;BEL;198796,683;206104,336;25,716;8,5;-2,8;1,9;8;21,0;0
1792;GEEL;BEL;198764,295;206104,983;25,548;11,1;-1,9;0,5;7;31,9;30
1793;GEEL;BEL;198731,371;206105,317;25,371;8,3;-1,8;1,5;10;39,3;15
1794;GEEL;BEL;198696,077;206106,226;25,167;10,0;2,5;1,0;7;27,9;0
1795;GEEL;BEL;198650,191;206107,865;24,952;11,3;-0,0;3,9;6;22,1;30
1796;GEEL;BEL;198620,616;206110,371;24,712;11,3;-0,6;1,1;8;34,5;25
1797;GEEL;BEL;198601,579;206111,029;24,690;8,1;1,9;1,7;8;23,6;15
1798;GEEL;BEL;198587,908;206122,390;24,799;8,0;2,1;0,1;9;22,6;15
1799;GEEL;BEL;198573,961;206114,884;24,738;8,1;-1,2;0,0;7;29,9;15
1800;GEEL;BEL;198563,481;206126,459;24,729;9,6;-1,2;0,6;8;25,1;5
1801;GEEL;BEL;198551,063;206118,746;24,699;9,1;2,3;0,6;8;39,7;25
1802;GEEL;BEL;198538,750;206130,605;24,634;11,8;2,3;2,1;7;35,4;5
1803;GEEL;BEL;198524,573;206122,925;24,645;12,6;2,7;3,2;8;23,5;10
1804;GEEL;BEL;198512,728;206133,633;24,681;12,2;-2,3;1,7;7;34,0;10
1805;GEEL;BEL;198499,873;206124,190;24,713;12,9;-0,8;3,0;9;24,0;25
1806;GEEL;BEL;198489,437;206131,658;24,696;10,5;1,4;2,5;10;38,0;30
1807;GEEL;BEL;198475,350;206121,468;24,684;11,1;1,7;0,3;8;37,6;25
1808;GEEL;BEL;198463,208;206127,755;24,671;9,2;-3,9;2,4;6;38,7;20
1809;GEEL;BEL;198452,635;206118,022;24,743;11,2;-3,3;0,7;8;35,1;0
1810;GEEL;BEL;198438,830;206123,844;24,732;9,0;3,0;4,0;7;33,1;10
1811;GEEL;BEL;198426,308;206113,823;24,603;8,6;-0,3;2,1;10;28,5;20
1812;GEEL;BEL;198415,806;206120,087;24,539;8,8;4,0;3,2;10;27,4;5
1813;GEEL;BEL;198402,407;206109,936;24,508;10,4;-3,0;0,1;9;34,5;0
1814;GEEL;BEL;198389,339;206115,840;24,485;9,1;1,1;0,1;8;28,9;0
1815;GEEL;BEL;198376,120;206105,714;24,459;10,7;-1,0;2,0;9;22,4;0
1816;GEEL;BEL;198365,203;206111,971;24,435;12,8;-2,7;2,1;7;24,8;10
1817;GEEL;BEL;198351,608;206101,816;24,383;9,8;0,7;2,8;9;20,9;15
1818;GEEL;BEL;198340,421;206108,018;24,365;10,0;-2,3;4,0;9;28,0;20
1819;GEEL;BEL;198329,175;206098,228;24,329;8,2;3,8;3,1;8;37,4;15
1820;GEEL;BEL;198315,472;206105,216;24,299;8,1;2,0;1,4;9;21,6;25
1821;GEEL;BEL;198301,819;206098,152;24,313;11,1;0,8;3,9;7;31,1;25
1822;GEEL;BEL;198290,678;206109,438;24,379;11,5;0,3;3,8;7;38,2;20
1823;GEEL;BEL;198267,552;206115,963;24,275;10,6;-0,6;0,8;10;32,8;30
1824;GEEL;BEL;198259,938;206090,013;24,341;8,5;0,0;3,9;5;33,2;20
1825;GEEL;BEL;198212,419;206076,230;24,594;12,3;1,2;3,5;7;25,6;20
1826;GEEL;BEL;198181,353;206069,599;24,760;10,9;-0,8;4,0;9;39,8;15
1827;GEEL;BEL;198132,063;206072,440;25,012;9,8;-0,5;0,6;8;26,4;10
